League,Season,Date,HomeTeam,AwayTeam,Predicted,Actual,Correct,HomeProb,DrawProb,AwayProb,Confidence,MarketHome,MarketDraw,MarketAway,MLHome,MLDraw,MLAway,PoissonHome,PoissonDraw,PoissonAway,LambdaHome,LambdaAway
E0,2010/11,18/12/10,Blackburn,West Ham United,A,D,0,0.22152623793710105,0.27009495459879584,0.5083788074641031,0.5083788074641031,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21686760896225804,0.2674600221515234,0.5156723688862185,0.04216902240564516,0.16865005537880862,0.7891809222155461,2.1083262762444552,0.3300936064571148
E0,2010/11,18/12/10,Sunderland,Bolton,A,H,0,0.31892557444880704,0.3247672993118537,0.35630712623933936,0.35630712623933936,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31832525116195176,0.32441038122762533,0.3572643676104229,0.2958131279048794,0.31102595306906333,0.3931609190260572,1.1869156857268481,0.9939054110542137
F1,2010/11,18/12/10,Montpellier,Auxerre,A,D,0,0.3302414097836556,0.3314450613867542,0.3383135288295901,0.3383135288295901,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33011257963575236,0.33136638338898017,0.3385210369752675,0.32528144908938095,0.32841595847245036,0.3463025924381687,1.0216851449912199,0.981521194248121
F1,2010/11,18/12/10,Nice,Brest,A,D,0,0.266468133530587,0.3258238996575521,0.40770796681186094,0.40770796681186094,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2636820835388059,0.32551100658772786,0.41080690987346624,0.15920520884701478,0.3137775164693197,0.5270172746836655,1.2689227023530127,0.5728316809220745
F1,2010/11,18/12/10,Paris Saint-Germain,Monaco,A,D,0,0.28775108037653124,0.30631067402522943,0.40593824559823943,0.40593824559823943,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2858518198366644,0.30518472988739176,0.40896345027594383,0.21462954959166114,0.2629618247184794,0.5224086256898596,1.6468081997628732,0.9747961213383971
F1,2010/11,18/12/10,Rennes,Valenciennes,A,H,0,0.2593086838984053,0.3288654164396952,0.41182589966189964,0.41182589966189964,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2562243235052833,0.32867925323579356,0.4150964232589232,0.14056080876320817,0.32169813308948386,0.537741058147308,1.2241140774315264,0.4907845747205385
F1,2010/11,18/12/10,St Etienne,Arles,A,H,0,0.2331553878886217,0.2598105642962885,0.5070340478150899,0.5070340478150899,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22898130682842535,0.2567471155864116,0.5142715775851631,0.07245326707106343,0.141867788966029,0.7856789439629076,2.7770018060411434,0.7697913856765078
F1,2010/11,18/12/10,Toulouse,Lorient,A,H,0,0.27612657457694134,0.30559896271550885,0.41827446270754987,0.41827446270754987,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27374295962875833,0.3044433639397662,0.4218136764314755,0.18435739907189586,0.26110840984941547,0.5545341910786887,1.6559032267763822,0.8557449055504454
I1,2010/11,18/12/10,Cesena,Cagliari,H,H,1,0.36352061872243485,0.3481993386952375,0.28828004258232764,0.36352061872243485,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3647784222803141,0.34881875558531683,0.286402822134369,0.4119460557007852,0.3720468889632922,0.21600705533592254,0.5987267771393786,0.9380231975263311
I1,2010/11,18/12/10,AC Milan,AS Roma,A,A,1,0.2149929088901251,0.2315417002865359,0.5534653908233391,0.5534653908233391,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21006205787165808,0.2273003822429193,0.5626375598854226,0.0251551446791452,0.06825095560729827,0.9065938997135566,3.8,0.6312571561361617
N1,2010/11,18/12/10,Den Haag,Willem II,A,H,0,0.24049071281493611,0.27116439891456684,0.48834488827049705,0.48834488827049705,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23662227029333624,0.2685740266471182,0.4948037030595456,0.09155567573334066,0.17143506661779556,0.7370092576488638,2.4370248458847024,0.7618666390335508
N1,2010/11,18/12/10,Excelsior,Groningen,H,D,0,0.4108706784211809,0.29095561750848503,0.2981737040703341,0.4108706784211809,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4141014011331745,0.28918987934911633,0.2967087195177091,0.5352535028329364,0.22297469837279082,0.24177179879427282,1.3767686204936596,2.1044472423048974
N1,2010/11,18/12/10,Heerenveen,Graafschap,A,H,0,0.21709670297551703,0.23365786081765078,0.5492454362068323,0.5492454362068323,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21225351004394133,0.2295047161294973,0.5582417738265614,0.030633775109853364,0.07376179032374328,0.8956044345664034,3.8,0.7149155509544457
N1,2010/11,18/12/10,NAC Breda,Vitesse,A,D,0,0.25227882514251265,0.2637160205155289,0.4840051543419585,0.4840051543419585,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24890155396789507,0.2608152991481204,0.49028314688398456,0.12225388491973772,0.15203824787030099,0.7257078672099613,3.0056533607490703,1.2351879098417102
SP1,2010/11,18/12/10,Espanol,Barcelona,H,A,0,0.34360152277773887,0.3280315434070412,0.32836693381522,0.34360152277773887,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34402936400458906,0.3278106354934457,0.32816000050196525,0.3600734100114726,0.31952658873361417,0.3204000012549132,1.0111010382964067,1.088406552053099
SP1,2010/11,18/12/10,La Coruna,Sp Gijon,A,D,0,0.23184878154081978,0.30472484266959055,0.4634263757895898,0.4634263757895898,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22762025854946502,0.3035328222252679,0.4688469192252671,0.06905064637366258,0.2588320555631697,0.6721172980631678,1.5124129685162548,0.3180896678720127
SP1,2010/11,18/12/10,Levante,Athletic Bilbao,A,A,1,0.2964988325037844,0.28366751458101286,0.41983365291520275,0.41983365291520275,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2949640616358865,0.28159810546633285,0.4234378328977806,0.23741015408971636,0.20399526366583215,0.5585945822444516,2.3902789254240675,1.5433738857448576
SP1,2010/11,18/12/10,Real Sociedad,Valencia,A,A,1,0.30338581459373304,0.32054264709319685,0.37607153831307,0.37607153831307,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30213800131291635,0.32000970183319116,0.37785229685389243,0.255345003282291,0.30002425458297793,0.4446307421347311,1.3163655482869037,0.9341487257002113
SP1,2010/11,18/12/10,Villarreal,Mallorca,A,H,0,0.2186033392497131,0.24702376723584396,0.534372893514443,0.534372893514443,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21382292282956222,0.2434275353151152,0.5427495418553225,0.034557307073905606,0.10856883828778804,0.8568738546383063,2.8962873843576284,0.48143401748710385
D1,2010/11,19/12/10,Bayer Leverkusen,Freiburg,A,D,0,0.32377398943018854,0.2884803853001506,0.38774562526966083,0.38774562526966083,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3233756834342242,0.28661151246543465,0.3900128041003412,0.30843920858556045,0.21652878116358665,0.47503201025085307,2.1746796947192144,1.7436622280290417
D1,2010/11,19/12/10,Stuttgart,Bayern Munich,A,A,1,0.2602364151746742,0.29807876351076573,0.44168482131455994,0.44168482131455994,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25719071025139684,0.29660982310149214,0.44619946664711113,0.142976775628492,0.24152455775373027,0.6154986666177777,1.7922977840679117,0.7462482504876546
F1,2010/11,19/12/10,Marseille,Lyon,A,D,0,0.29865116231851296,0.30098589109582147,0.40036294658566557,0.40036294658566557,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2972060718595621,0.2996380810025918,0.403155847137846,0.2430151796489053,0.2490952025064796,0.5078896178446152,1.783798828471272,1.176280705790333
F1,2010/11,19/12/10,Sochaux,Bordeaux,A,D,0,0.29555581530396974,0.2907769198344748,0.4136672648615555,0.4136672648615555,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29398175205274624,0.289003735938689,0.41701451200856476,0.23495438013186565,0.22250933984672258,0.5425362800214119,2.108848320554652,1.3473191005361898
I1,2010/11,19/12/10,Bari,Palermo,H,D,0,0.4233335068747623,0.2972445681722405,0.2794219249529973,0.4233335068747623,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42708351410565515,0.2957408696238616,0.27717561627048326,0.5677087852641378,0.239352174059654,0.19293904067620826,1.0135201163292407,1.876984947758217
I1,2010/11,19/12/10,Catania,Brescia,A,H,0,0.2543505502250161,0.31416122484603276,0.43148822492895106,0.43148822492895106,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2510596009288363,0.31336238699239527,0.43557801207876856,0.12764900232209067,0.2834059674809881,0.5889450301969213,1.44358997294088,0.530851498526753
I1,2010/11,19/12/10,Chievo,Juventus,H,D,0,0.43604925316554854,0.301975370316034,0.2619753765184175,0.43604925316554854,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44032908315855745,0.30066878852364654,0.259002128317796,0.6008227078963937,0.25167197130911645,0.14750532079449002,0.7258773367212817,1.7064359702585832
I1,2010/11,19/12/10,Lazio,Udinese,A,H,0,0.25131719946123626,0.28992306967479325,0.45875973086397054,0.45875973086397054,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2478998605498989,0.28811430868902077,0.4639858307610804,0.11974965137474719,0.22028577172255182,0.6599645769027009,1.9516787729206047,0.7095879338927678
I1,2010/11,19/12/10,Napoli,Lecce,A,H,0,0.2142400921915382,0.23072146813093522,0.5550384396775266,0.5550384396775266,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20927787381063004,0.22644597374750194,0.564276152441868,0.023194684526575148,0.06611493436875489,0.9106903811046699,3.8,0.5993941855198959
I1,2010/11,19/12/10,Parma,Bologna,A,D,0,0.24727347368427505,0.29842258235434993,0.4543039439613751,0.4543039439613751,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2436876461988976,0.2969679677302256,0.4593443860708768,0.10921911549724403,0.2424199193255641,0.648360965177192,1.7183272212098901,0.5626354605176154
N1,2010/11,19/12/10,PSV,Roda,A,H,0,0.3151747729117703,0.28349262134237174,0.40133260574585805,0.40133260574585805,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31441816622753854,0.281415925009415,0.40416590876304653,0.2860454155688462,0.20353981252353742,0.5104147719076163,2.409765789607911,1.8055832211632035
SP1,2010/11,19/12/10,Almeria,Getafe,H,A,0,0.4237850294207252,0.2924639632249029,0.28375100735437175,0.4237850294207252,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4275538500910333,0.2907610728037183,0.28168507710524837,0.5688846252275832,0.22690268200929578,0.2042126927631209,1.154829907080196,2.0319704292417966
SP1,2010/11,19/12/10,Malaga,Atletico Madrid,H,A,0,0.39235366702725083,0.2854829226856826,0.32216341028706663,0.39235366702725083,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3948128475978307,0.28348915557536386,0.3216979968268055,0.4870321189945767,0.2087228889384095,0.3042449920670137,1.8224882172284678,2.308048395490879
SP1,2010/11,19/12/10,Osasuna,Zaragoza,D,D,1,0.28374607545729374,0.37703171720852785,0.3392222073341783,0.37703171720852785,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2816799397124588,0.3788524832033277,0.33946757708421355,0.2041998492811469,0.44713120800831924,0.34866894271053384,0.6710088846574316,0.4480615766985619
SP1,2010/11,19/12/10,Real Madrid,Sevilla,A,H,0,0.22130078146509147,0.24178719526623127,0.5369120232686773,0.5369120232686773,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2166327584705814,0.23797277284676868,0.54539446868265,0.041581896176453505,0.09493193211692172,0.8634861717066248,3.3969365604739403,0.7188154093822495
E0,2010/11,20/12/10,Manchester City,Everton,D,A,0,0.2964630604302858,0.3594018137337136,0.3441351258360007,0.3594018137337136,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2949267990593255,0.3604880004170627,0.3445852005236118,0.2373169976483137,0.40122000104265676,0.36146300130902953,0.7908966452136476,0.5853029730695228
SP1,2010/11,20/12/10,Santander,Hercules,A,D,0,0.2760106277464217,0.3553234069084998,0.3686659653450786,0.3686659653450786,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27362218168030034,0.3562396599741317,0.37013815834556796,0.18405545420075084,0.3905991499353293,0.42534539586391995,0.8896740694744855,0.48724347826136527
F1,2010/11,21/12/10,Lorient,Montpellier,A,D,0,0.22718961270565377,0.28825739143821,0.4845529958561363,0.4845529958561363,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22276695767950044,0.28637922719257985,0.49085381512791976,0.05691739419875105,0.2159480679814496,0.7271345378197993,1.768960436125353,0.3290743221115256
F1,2010/11,22/12/10,Arles,Nice,H,D,0,0.371843313382146,0.34320225105417196,0.28495443556368216,0.371843313382146,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37344789588417987,0.3436134559592069,0.28293864815661335,0.4336197397104496,0.3590336398980171,0.20734662039153332,0.6065949219760981,1.0066484535236397
F1,2010/11,22/12/10,Bordeaux,Lens,A,D,0,0.25867876555488833,0.3138454596879765,0.4274757747571353,0.4274757747571353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25556815856411974,0.3130334649527533,0.43139837648312696,0.13892039641029932,0.2825836623818833,0.5784959412078174,1.4581263439662877,0.5801143664607011
F1,2010/11,22/12/10,Brest,Marseille,A,D,0,0.2824138959463188,0.3308323385901438,0.38675376546353746,0.38675376546353746,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28029225272185987,0.33072813047584426,0.3889796168022959,0.20073063180464962,0.3268203261896106,0.47244904200573984,1.1810744046780612,0.671513918940772
F1,2010/11,22/12/10,Caen,Rennes,H,H,1,0.41335902751452824,0.3247941824507689,0.2618467900347028,0.41335902751452824,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41669343143874477,0.32443838449732876,0.2588681840639266,0.5417335785968618,0.3110959612433218,0.14717046015981644,0.537289871444306,1.2834236143092015
F1,2010/11,22/12/10,Lille,St Etienne,A,D,0,0.3060993089605477,0.2919619070694813,0.40193878396997107,0.40193878396997107,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3049645579450149,0.29023809764182074,0.4047973444131643,0.26241139486253734,0.22559524410455187,0.5119933610329108,2.068032297171348,1.4494943372260571
F1,2010/11,22/12/10,Lyon,Auxerre,A,D,0,0.291072879561269,0.3265217764044739,0.382405344034257,0.382405344034257,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28931202732076633,0.3262379615324381,0.38445001114679556,0.2232800683019158,0.3155949038310954,0.4611250278669889,1.2351332312891794,0.7753246362976994
F1,2010/11,22/12/10,Monaco,Sochaux,H,H,1,0.3798262268904715,0.32563244708579175,0.29454132602373684,0.3798262268904715,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3817634307886856,0.32531157682547757,0.29292499238583697,0.45440857697171383,0.3132789420636937,0.23231248096459226,0.8108007709224343,1.2434448049759697
F1,2010/11,22/12/10,Nancy,Paris Saint-Germain,H,H,1,0.4565323808345137,0.29412248330385793,0.24934513586162838,0.4565323808345137,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4616656744803962,0.2924886978859631,0.24584562763364068,0.6541641862009905,0.2312217447149078,0.11461406908410175,0.632583606502693,1.829731085920239
F1,2010/11,22/12/10,Valenciennes,Toulouse,A,H,0,0.3063101774619795,0.30195648293038946,0.39173333960763107,0.39173333960763107,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3051842126340064,0.3006491141636001,0.39416667320239346,0.2629605315850161,0.2516227854090002,0.4854166830059837,1.747578678806205,1.237625911344315
E0,2010/11,26/12/10,Aston Villa,Tottenham Hotspur,H,A,0,0.3582633635230423,0.2890192171657612,0.3527174193111966,0.3582633635230423,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3593021147809468,0.287172795658779,0.35352508956027423,0.39825528695236695,0.21793198914694742,0.38381272390068555,1.9831846502920978,2.0207093772060287
E0,2010/11,26/12/10,Blackburn,Stoke,A,A,1,0.27345120940602297,0.3144602787765893,0.4120885118173878,0.4120885118173878,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2709561209090517,0.3136739015033916,0.4153699775875567,0.17739030227262922,0.284184753758479,0.5384249439688918,1.465198755642886,0.7303168251398571
E0,2010/11,26/12/10,Bolton,West Bromwich Albion,A,H,0,0.26613924269011374,0.2648649903721484,0.4689957669377379,0.4689957669377379,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26333948891331294,0.26201214274876566,0.47464836833792146,0.15834872228328237,0.15503035687191416,0.6866209208448035,3.1724810637528393,1.5728929013060844
E0,2010/11,26/12/10,Fulham,West Ham United,A,A,1,0.2859267650997545,0.33409368155270286,0.3799795533475427,0.3799795533475427,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2839514914233554,0.3341253627285099,0.3819231458481347,0.2098787285583885,0.33531340682127475,0.45480786462033684,1.126996818545256,0.674028282061193
E0,2010/11,26/12/10,Manchester United,Sunderland,A,H,0,0.22843491875555683,0.263343701042113,0.5082213802023301,0.5082213802023301,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22406415148148282,0.26042746636331215,0.515508382155205,0.06016037870370705,0.15106866590828047,0.7887709553880126,2.493772467401716,0.5718002571898011
E0,2010/11,26/12/10,Newcastle United,Manchester City,H,A,0,0.3854867363707538,0.3026866857836209,0.31182657784562534,0.3854867363707538,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38765979483064633,0.3014097421357162,0.3109304630336375,0.46914948707661575,0.25352435533929035,0.27732615758409374,1.277095873429357,1.7162015308629655
E0,2010/11,26/12/10,Wolverhampton Wanderers,Wigan,A,A,1,0.28279786738913976,0.3217899677814713,0.395412164829389,0.395412164829389,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28069222297479834,0.32130899421681036,0.3979987828083913,0.20173055743699583,0.30327248554202585,0.49499695702097835,1.3279792605794676,0.749938285193946
E0,2010/11,27/12/10,Arsenal,Chelsea,H,H,1,0.3555603124518838,0.30531072478238924,0.339128962765727,0.3555603124518838,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3564864365818234,0.30414311609276656,0.33937044732541005,0.3912160914545585,0.2603577902319164,0.34842611831352516,1.4430843474908934,1.5401903477866614
E0,2010/11,28/12/10,Birmingham,Manchester United,H,D,0,0.3447801778463056,0.3258669652638079,0.3293528568898866,0.3447801778463056,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3452571297010128,0.32555586659424435,0.3291870037047429,0.36314282425253197,0.31388966648561073,0.32296750926185724,1.0432943973824693,1.1226046592359433
E0,2010/11,28/12/10,Manchester City,Aston Villa,A,H,0,0.23293413456048478,0.28920657269020317,0.47785929274931216,0.47785929274931216,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2287508346116161,0.28736795766340606,0.4838812077249779,0.07187708652904029,0.21841989415851512,0.7097030193124446,1.8083250582278905,0.41669280857111146
E0,2010/11,28/12/10,Stoke,Fulham,D,A,0,0.2999211070539023,0.3589018689157072,0.3411770240303905,0.3589018689157072,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29852893095892596,0.35996722456497277,0.3415038444761012,0.24632232739731502,0.39991806141243197,0.35375961119025306,0.7843950982676539,0.605922990497037
E0,2010/11,28/12/10,Sunderland,Blackpool,A,A,1,0.29901000994691374,0.3348314332278833,0.36615855682520315,0.36615855682520315,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2975798714724795,0.3348938540568228,0.3675262744706977,0.2439496786811988,0.33723463514205704,0.41881568617674425,1.0854735285796444,0.7605620914827811
E0,2010/11,28/12/10,Tottenham Hotspur,Newcastle United,A,H,0,0.24161148695303755,0.2709980158437748,0.4873904972031877,0.4873904972031877,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23778974335385855,0.26840071094837653,0.493809545697765,0.09447435838464635,0.17100177737094124,0.7345238642444124,2.4625434395104477,0.7912007770954839
E0,2010/11,28/12/10,West Bromwich Albion,Blackburn,A,A,1,0.2771236545294809,0.2778661738694977,0.4450101716010215,0.4450101716010215,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27478158457932034,0.27555504222517113,0.44966337319550853,0.1869539614483009,0.18888760556292786,0.6241584329887713,2.5683827139317734,1.3873871543192224
E0,2010/11,28/12/10,West Ham United,Everton,H,D,0,0.44289020558073106,0.2902741519216874,0.2668356424975816,0.44289020558073106,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44745507525770595,0.28848001936286877,0.2640649053794253,0.6186376881442649,0.22120004840717195,0.1601622634485632,0.9491549964253482,2.0391456882455614
E0,2010/11,29/12/10,Chelsea,Bolton,A,H,0,0.2604858004807903,0.2997887117626592,0.4397254877565506,0.4397254877565506,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2574504866119343,0.29839101919721445,0.4441584941908513,0.14362621652983587,0.2459775479930361,0.6103962354771282,1.751980222971278,0.7302755171352601
E0,2010/11,29/12/10,Liverpool,Wolverhampton Wanderers,A,A,1,0.21310447931440438,0.23990776011441042,0.5469877605711853,0.5469877605711853,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2080949437302823,0.23601502789695528,0.5558900283727624,0.020237359325705816,0.09003756974238822,0.889725070931906,2.957238442088491,0.3351828840324417
E0,2010/11,29/12/10,Wigan,Arsenal,H,D,0,0.49401325217595954,0.26915949536993045,0.2368272524541101,0.49401325217595954,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5007082487944022,0.26648558545478856,0.2328061657508091,0.7517706219860056,0.1662139636369714,0.0820154143770228,0.705654953387574,2.4494211922253326
E0,2010/11,01/01/11,Birmingham,Arsenal,H,A,0,0.3778865975575276,0.31953289113217775,0.3025805113102947,0.3778865975575276,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37974298356686903,0.3189578727071296,0.30129914372600136,0.4493574589171726,0.297394681767824,0.25324785931500343,0.939806824774388,1.3380485131052373
E0,2010/11,01/01/11,Liverpool,Bolton,A,H,0,0.26053143635490245,0.32586412399835213,0.4136044396467455,0.4136044396467455,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2574980239808011,0.32555290694272787,0.41694906907647095,0.14374505995200293,0.31388226735681973,0.5423726726911774,1.26705816197929,0.5187193767979577
E0,2010/11,01/01/11,Manchester City,Blackpool,A,H,0,0.30427833677213023,0.33184078805695744,0.36388087517091244,0.36388087517091244,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30306771191541343,0.33177859867044174,0.3651536894141449,0.2576692797885335,0.3294464966761043,0.4128842235353622,1.116028230362851,0.8222053431071596
E0,2010/11,01/01/11,Stoke,Everton,H,H,1,0.4137550285392087,0.31743854384162684,0.2688064276191645,0.4137550285392087,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41710593250612016,0.31677626094613903,0.26611780654774075,0.5427648312653004,0.2919406523653476,0.165294516369352,0.6569917431480397,1.407206122013674
E0,2010/11,01/01/11,Sunderland,Blackburn,A,H,0,0.3122436657322394,0.303935483916936,0.3838208503508247,0.3838208503508247,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31136492958219375,0.3027105735245861,0.38592449689322017,0.2784123239554844,0.25677643381146514,0.4648112422330504,1.6801818460228528,1.2572760732350243
E0,2010/11,01/01/11,Tottenham Hotspur,Fulham,A,H,0,0.2860281679379079,0.34763079883598685,0.36634103322610523,0.36634103322610523,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28405711937976524,0.3482265265652641,0.3677163540549708,0.21014279844941303,0.3705663164131601,0.4192908851374268,0.950449000947703,0.5878177681914144
E0,2010/11,01/01/11,West Bromwich Albion,Manchester United,H,A,0,0.44224933418339907,0.2877788329064608,0.26997183291014015,0.44224933418339907,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44678750088548513,0.2858807287220077,0.2673317703925071,0.6169687522137128,0.21470182180501932,0.16832942598126782,1.0408434178092105,2.13576544924269
E0,2010/11,01/01/11,West Ham United,Wolverhampton Wanderers,A,H,0,0.30433392547759086,0.3184454043519764,0.37722067017043265,0.37722067017043265,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30312561681693495,0.31782507397775317,0.3790493092053119,0.2578140420423374,0.2945626849443829,0.4476232730132797,1.3555224108829118,0.9670351384053721
E0,2010/11,02/01/11,Chelsea,Aston Villa,A,D,0,0.20941248688063147,0.22544612999650074,0.5651413831228678,0.5651413831228678,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20424911827843553,0.22095082985746603,0.5748000518640984,0.010622795696088873,0.05237707464366509,0.937000129660246,3.662587158982974,0.3284955060793711
E0,2010/11,02/01/11,Wigan,Newcastle United,A,A,1,0.28479910424645427,0.2969574737084395,0.4182434220451063,0.4182434220451063,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28277684470116765,0.2954418128907356,0.4217813424080968,0.20694211175291904,0.23860453222683897,0.5544533560202419,1.8950114922748709,1.0865165079334989
SP1,2010/11,02/01/11,Athletic Bilbao,La Coruna,A,A,1,0.2486730889461046,0.3165049191191401,0.4348219919347554,0.4348219919347554,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24514557876330337,0.31580373519354865,0.43905068604314795,0.11286394690825843,0.28950933798387163,0.5976267151078699,1.3923313956305707,0.4552776008357943
SP1,2010/11,02/01/11,Barcelona,Levante,A,H,0,0.21139913993432285,0.22722634669421155,0.5613745133714656,0.5613745133714656,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20631854854269738,0.22280522225091476,0.5708762292063878,0.015796371356743482,0.05701305562728693,0.9271905730159696,3.8,0.46672154880545913
SP1,2010/11,02/01/11,Sevilla,Osasuna,A,H,0,0.3168161110541743,0.30673260880299535,0.37645128014283036,0.37645128014283036,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31612789345920933,0.30562424528089793,0.37824786125989274,0.2903197336480233,0.26406061320224494,0.4456196531497318,1.5923185949892968,1.2460948192298738
SP1,2010/11,02/01/11,Sp Gijon,Malaga,A,A,1,0.3174530985817561,0.300547939801895,0.3819989616163489,0.3819989616163489,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3167914221337737,0.2991818817380851,0.3840266961281413,0.29197855533443423,0.24795470434521263,0.4600667403203531,1.7649687833347079,1.372604662486846
SP1,2010/11,02/01/11,Valencia,Espanol,A,H,0,0.25410995763146965,0.2805844253853669,0.4653056169831636,0.4653056169831636,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.250808983643892,0.2783865542208682,0.47080446213523985,0.12702245910972995,0.19596638555217055,0.6770111553380995,2.266104880888874,0.8925778361102793
SP1,2010/11,03/01/11,Atletico Madrid,Santander,A,D,0,0.21626157442224875,0.24438915368405187,0.5393492718936994,0.5393492718936994,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21138358446762018,0.24068314619866513,0.5479332693337147,0.02845896116905048,0.10170786549666287,0.8698331733342867,2.911796378197865,0.42093955082221096
SP1,2010/11,03/01/11,Getafe,Real Madrid,A,A,1,0.2930738496942128,0.30586655821051084,0.40105959209527653,0.40105959209527653,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2913963712092494,0.3047221092470599,0.4038815195436908,0.22849092802312349,0.26180527311764973,0.5097037988592269,1.6565284145563643,1.037104283690317
SP1,2010/11,03/01/11,Mallorca,Hercules,D,H,0,0.26515356268016277,0.38727267222479755,0.3475737650950398,0.38727267222479755,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26231273890294726,0.3895201446786085,0.34816711641844417,0.15578184725736827,0.47380036169652134,0.37041779104611045,0.6462805611901166,0.3281325658228493
SP1,2010/11,03/01/11,Villarreal,Almeria,A,H,0,0.25666766909404665,0.3135794154518172,0.42975291545413613,0.42975291545413613,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2534732664174097,0.3127563355400874,0.4337703980425029,0.13368316604352423,0.28189083885021854,0.5844259951062573,1.458726763225227,0.5601945237039424
